#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
GCLC	GOT1	9606.ENSP00000229416	9606.ENSP00000359539	0	0	0	0	0.052	0	0.800	0.186	0.832
GCLC	GOT2	9606.ENSP00000229416	9606.ENSP00000245206	0	0	0	0	0.062	0	0.800	0.211	0.839
GCLC	SOD1	9606.ENSP00000229416	9606.ENSP00000270142	0	0	0	0	0.062	0.348	0	0.776	0.851
GCLC	GLS	9606.ENSP00000229416	9606.ENSP00000317379	0	0	0	0	0.062	0	0.800	0.282	0.853
GCLC	GLUD2	9606.ENSP00000229416	9606.ENSP00000327589	0	0	0	0	0.063	0	0.800	0.297	0.856
GCLC	GLS2	9606.ENSP00000229416	9606.ENSP00000310447	0	0	0	0	0.062	0	0.800	0.325	0.862
GCLC	GLUD1	9606.ENSP00000229416	9606.ENSP00000277865	0	0	0	0	0.063	0	0.800	0.393	0.876
GCLC	GLUL	9606.ENSP00000229416	9606.ENSP00000307900	0	0	0	0	0.073	0	0.800	0.390	0.877
GCLC	NQO1	9606.ENSP00000229416	9606.ENSP00000319788	0	0	0	0	0.063	0	0	0.892	0.895
GCLC	TXNRD1	9606.ENSP00000229416	9606.ENSP00000434516	0	0	0	0	0.186	0	0	0.894	0.910
GCLC	OPLAH	9606.ENSP00000229416	9606.ENSP00000480476	0	0	0	0	0.062	0.056	0.900	0.295	0.929
GCLC	GGT1	9606.ENSP00000229416	9606.ENSP00000383232	0	0	0	0	0.064	0	0.900	0.605	0.959
GCLC	GCLM	9606.ENSP00000229416	9606.ENSP00000359258	0	0	0	0	0.202	0.921	0.900	0.995	0.999
GCLM	GSTA3	9606.ENSP00000359258	9606.ENSP00000211122	0	0	0	0	0.052	0.114	0	0.447	0.495
GCLM	HMOX1	9606.ENSP00000359258	9606.ENSP00000216117	0	0	0	0	0.053	0	0	0.855	0.857
GCLM	GSTZ1	9606.ENSP00000359258	9606.ENSP00000216465	0	0	0	0	0.063	0.156	0	0.340	0.432
GCLM	GSS	9606.ENSP00000359258	9606.ENSP00000216951	0	0	0	0	0.067	0.223	0.900	0.750	0.979
GCLM	GSR	9606.ENSP00000359258	9606.ENSP00000221130	0	0	0	0	0.064	0.057	0	0.809	0.816
GCLM	GSTM2	9606.ENSP00000359258	9606.ENSP00000241337	0	0	0	0	0	0.114	0	0.486	0.525
GCLM	GOT2	9606.ENSP00000359258	9606.ENSP00000245206	0	0	0	0	0.080	0.145	0.800	0.113	0.841
GCLM	GSTM3	9606.ENSP00000359258	9606.ENSP00000256594	0	0	0	0	0	0.114	0	0.470	0.510
GCLM	SORD	9606.ENSP00000359258	9606.ENSP00000267814	0.085	0	0	0	0.083	0.271	0	0.232	0.467
GCLM	SOD1	9606.ENSP00000359258	9606.ENSP00000270142	0	0	0	0	0.110	0.056	0	0.547	0.586
GCLM	GLUD1	9606.ENSP00000359258	9606.ENSP00000277865	0	0	0	0	0.062	0.059	0.800	0.235	0.846
GCLM	SLC7A11	9606.ENSP00000359258	9606.ENSP00000280612	0	0	0	0	0.065	0	0	0.696	0.704
GCLM	GLUL	9606.ENSP00000359258	9606.ENSP00000307900	0	0	0	0	0	0	0.800	0.238	0.841
GCLM	GLS2	9606.ENSP00000359258	9606.ENSP00000310447	0	0	0	0	0.063	0	0.800	0.261	0.849
GCLM	GSTM1	9606.ENSP00000359258	9606.ENSP00000311469	0	0	0	0	0	0.114	0	0.588	0.620
GCLM	GLS	9606.ENSP00000359258	9606.ENSP00000317379	0	0	0	0	0.063	0	0.800	0.242	0.845
GCLM	NQO1	9606.ENSP00000359258	9606.ENSP00000319788	0.072	0	0	0	0.160	0	0	0.876	0.895
GCLM	GLUD2	9606.ENSP00000359258	9606.ENSP00000327589	0	0	0	0	0.062	0.059	0.800	0.140	0.827
GCLM	GSTA1	9606.ENSP00000359258	9606.ENSP00000335620	0	0	0	0	0.052	0.114	0	0.529	0.569
GCLM	GPX4	9606.ENSP00000359258	9606.ENSP00000346103	0	0	0	0	0.095	0.056	0	0.563	0.594
GCLM	GPX6	9606.ENSP00000359258	9606.ENSP00000354581	0	0	0	0	0.095	0.056	0	0.403	0.446
GCLM	GPX7	9606.ENSP00000359258	9606.ENSP00000354677	0	0	0	0	0.095	0.056	0	0.466	0.504
GCLM	GLRX2	9606.ENSP00000359258	9606.ENSP00000356410	0	0	0	0	0.064	0.056	0	0.443	0.465
GCLM	ME1	9606.ENSP00000359258	9606.ENSP00000358719	0	0	0	0	0.062	0	0	0.461	0.472
GCLM	GSTO1	9606.ENSP00000359258	9606.ENSP00000358727	0	0	0	0	0.053	0.175	0	0.436	0.521
GCLM	GSTM4	9606.ENSP00000359258	9606.ENSP00000358851	0	0	0	0	0	0.114	0	0.425	0.469
GCLM	MGST1	9606.ENSP00000359258	9606.ENSP00000379512	0	0	0	0	0.062	0	0	0.415	0.427
GCLM	TKT	9606.ENSP00000359258	9606.ENSP00000391481	0	0	0	0	0.102	0.133	0	0.323	0.427
GCLM	TXNRD2	9606.ENSP00000359258	9606.ENSP00000383365	0	0	0	0	0.062	0.057	0	0.457	0.477
GCLM	NQO2	9606.ENSP00000359258	9606.ENSP00000369822	0.072	0	0	0	0.138	0	0	0.414	0.490
GCLM	NAGK	9606.ENSP00000359258	9606.ENSP00000477639	0	0	0	0	0.057	0.486	0	0	0.495
GCLM	GPX5	9606.ENSP00000359258	9606.ENSP00000392398	0	0	0	0	0.095	0.056	0	0.465	0.503
GCLM	GLRX	9606.ENSP00000359258	9606.ENSP00000369314	0	0	0	0	0.064	0.056	0	0.493	0.513
GCLM	PARK7	9606.ENSP00000359258	9606.ENSP00000418770	0.081	0	0	0	0.096	0	0	0.480	0.530
GCLM	GSTA2	9606.ENSP00000359258	9606.ENSP00000420168	0	0	0	0	0.052	0.114	0	0.486	0.531
GCLM	GPX3	9606.ENSP00000359258	9606.ENSP00000373477	0	0	0	0	0.095	0.056	0	0.506	0.541
GCLM	HMOX2	9606.ENSP00000359258	9606.ENSP00000477572	0	0	0	0	0.053	0	0	0.555	0.561
GCLM	GSTA4	9606.ENSP00000359258	9606.ENSP00000360002	0	0	0	0	0.062	0.114	0	0.532	0.577
GCLM	GSTP1	9606.ENSP00000359258	9606.ENSP00000381607	0	0	0	0	0.085	0.114	0	0.604	0.651
GCLM	SAT1	9606.ENSP00000359258	9606.ENSP00000368572	0	0	0	0	0.065	0	0	0.645	0.653
GCLM	GPX2	9606.ENSP00000359258	9606.ENSP00000374265	0	0	0	0	0.095	0.056	0	0.643	0.668
GCLM	GPX1	9606.ENSP00000359258	9606.ENSP00000407375	0	0	0	0	0.095	0.056	0	0.660	0.685
GCLM	TXNRD1	9606.ENSP00000359258	9606.ENSP00000434516	0.048	0	0	0	0.135	0.060	0	0.792	0.817
GCLM	GOT1	9606.ENSP00000359258	9606.ENSP00000359539	0	0	0	0	0.064	0.145	0.800	0.110	0.838
GCLM	OPLAH	9606.ENSP00000359258	9606.ENSP00000480476	0	0	0	0	0.062	0	0.900	0.140	0.912
GCLM	GGT1	9606.ENSP00000359258	9606.ENSP00000383232	0	0	0	0	0.062	0	0.900	0.508	0.949
GCSH	TCN2	9606.ENSP00000319531	9606.ENSP00000215838	0	0	0	0	0.062	0	0	0.452	0.464
GCSH	MTHFD1	9606.ENSP00000319531	9606.ENSP00000216605	0.218	0	0	0	0.162	0	0	0.575	0.698
GCSH	GSS	9606.ENSP00000319531	9606.ENSP00000216951	0	0	0	0	0.077	0	0	0.446	0.467
GCSH	GSR	9606.ENSP00000319531	9606.ENSP00000221130	0.167	0	0	0	0.062	0	0	0.297	0.403
GCSH	OGDH	9606.ENSP00000319531	9606.ENSP00000222673	0	0	0	0	0.052	0	0.900	0.232	0.920
GCSH	GGH	9606.ENSP00000319531	9606.ENSP00000260118	0	0	0	0	0.142	0	0	0.727	0.756
GCSH	LIAS	9606.ENSP00000319531	9606.ENSP00000261434	0.219	0	0.215	0	0.090	0	0.900	0.665	0.977
GCSH	GLUD1	9606.ENSP00000319531	9606.ENSP00000277865	0	0	0	0	0.063	0	0.800	0.135	0.823
GCSH	PDF	9606.ENSP00000319531	9606.ENSP00000288022	0.276	0	0	0	0.203	0	0	0.142	0.461
GCSH	PDHA2	9606.ENSP00000319531	9606.ENSP00000295266	0	0	0	0	0.062	0	0.900	0.143	0.912
GCSH	NDUFS4	9606.ENSP00000319531	9606.ENSP00000296684	0	0	0	0	0.103	0	0	0.484	0.518
GCSH	TK1	9606.ENSP00000319531	9606.ENSP00000301634	0.261	0	0	0	0.076	0	0	0.319	0.494
GCSH	PDHB	9606.ENSP00000319531	9606.ENSP00000307241	0	0	0	0	0.064	0	0.900	0.191	0.917
GCSH	GLUL	9606.ENSP00000319531	9606.ENSP00000307900	0	0	0	0	0.066	0	0.800	0.148	0.827
GCSH	GLS2	9606.ENSP00000319531	9606.ENSP00000310447	0	0	0	0	0	0	0.800	0.245	0.842
GCSH	PFAS	9606.ENSP00000319531	9606.ENSP00000313490	0.057	0	0	0	0.080	0	0	0.552	0.577
GCSH	TYMS	9606.ENSP00000319531	9606.ENSP00000315644	0.214	0	0	0	0.107	0	0	0.465	0.592
GCSH	GLS	9606.ENSP00000319531	9606.ENSP00000317379	0	0	0	0	0	0	0.800	0.087	0.809
GCSH	PIPOX	9606.ENSP00000319531	9606.ENSP00000317721	0	0	0	0	0.048	0	0	0.423	0.427
GCSH	SHMT1	9606.ENSP00000319531	9606.ENSP00000318868	0.219	0	0	0	0.184	0.056	0.900	0.744	0.981
GCSH	GPT	9606.ENSP00000319531	9606.ENSP00000378408	0	0	0	0	0.063	0	0	0.387	0.401
GCSH	P4HA2	9606.ENSP00000319531	9606.ENSP00000384999	0	0	0	0	0	0.371	0	0.108	0.414
GCSH	SUOX	9606.ENSP00000319531	9606.ENSP00000377668	0	0	0	0	0	0	0	0.422	0.422
GCSH	MAT1A	9606.ENSP00000319531	9606.ENSP00000361287	0.111	0	0	0	0.062	0	0	0.367	0.426
GCSH	SDSL	9606.ENSP00000319531	9606.ENSP00000385790	0	0	0	0	0.113	0	0	0.382	0.428
GCSH	SDHB	9606.ENSP00000319531	9606.ENSP00000364649	0.076	0	0	0	0.117	0	0	0.361	0.433
GCSH	GPT2	9606.ENSP00000319531	9606.ENSP00000345282	0	0	0	0	0.122	0	0	0.387	0.439
GCSH	HLCS	9606.ENSP00000319531	9606.ENSP00000382071	0.162	0	0	0	0	0	0	0.386	0.463
GCSH	TXNRD1	9606.ENSP00000319531	9606.ENSP00000434516	0.258	0	0	0	0	0	0	0.331	0.482
GCSH	SLC6A9	9606.ENSP00000319531	9606.ENSP00000353791	0.045	0	0	0	0.064	0	0	0.473	0.488
GCSH	PHGDH	9606.ENSP00000319531	9606.ENSP00000358417	0	0	0	0	0.109	0	0	0.457	0.496
GCSH	MTR	9606.ENSP00000319531	9606.ENSP00000355536	0.071	0	0	0	0	0	0	0.510	0.526
GCSH	TAT	9606.ENSP00000319531	9606.ENSP00000348234	0	0	0	0	0	0	0	0.532	0.532
GCSH	MTHFD2	9606.ENSP00000319531	9606.ENSP00000377617	0.219	0	0	0	0.127	0	0	0.600	0.704
GCSH	PSMB5	9606.ENSP00000319531	9606.ENSP00000355325	0	0	0	0	0.157	0.690	0	0	0.728
GCSH	MTHFR	9606.ENSP00000319531	9606.ENSP00000365777	0.293	0	0	0	0.084	0	0	0.641	0.747
GCSH	PSAT1	9606.ENSP00000319531	9606.ENSP00000365773	0.177	0	0	0	0.196	0	0	0.659	0.755
GCSH	GLUD2	9606.ENSP00000319531	9606.ENSP00000327589	0	0	0	0	0.063	0	0.800	0.144	0.825
GCSH	PDHA1	9606.ENSP00000319531	9606.ENSP00000369134	0	0	0	0	0.085	0	0.900	0.202	0.920
GCSH	NDUFAB1	9606.ENSP00000319531	9606.ENSP00000458770	0	0	0	0	0.352	0.128	0.900	0	0.938
GCSH	SHMT2	9606.ENSP00000319531	9606.ENSP00000333667	0.219	0	0	0	0.211	0.056	0.900	0.698	0.979
GCSH	LIPT1	9606.ENSP00000319531	9606.ENSP00000377115	0.295	0	0	0	0.063	0.368	0.900	0.863	0.993
GCSH	GLDC	9606.ENSP00000319531	9606.ENSP00000370737	0.295	0	0.238	0	0.664	0.103	0.900	0.965	0.999
GDF5	MMP13	9606.ENSP00000363492	9606.ENSP00000260302	0	0	0	0	0	0	0	0.517	0.517
GDF5	MMP3	9606.ENSP00000363492	9606.ENSP00000299855	0	0	0	0	0.069	0	0	0.392	0.409
GDF5	IGF1	9606.ENSP00000363492	9606.ENSP00000302665	0	0	0	0	0	0	0	0.524	0.524
GDF5	HSP90AA1	9606.ENSP00000363492	9606.ENSP00000335153	0	0	0	0	0	0	0	0.413	0.412
GDF5	TGFBR2	9606.ENSP00000363492	9606.ENSP00000351905	0	0	0	0	0	0.150	0	0.340	0.415
GDNF	PIK3R2	9606.ENSP00000409007	9606.ENSP00000222254	0	0	0	0	0	0	0.600	0.052	0.604
GDNF	HGF	9606.ENSP00000409007	9606.ENSP00000222390	0	0	0	0	0	0	0	0.562	0.562
GDNF	TRPA1	9606.ENSP00000409007	9606.ENSP00000262209	0	0	0	0	0	0	0	0.459	0.459
GDNF	PIK3R3	9606.ENSP00000409007	9606.ENSP00000262741	0	0	0	0	0	0	0.600	0	0.600
GDNF	MAPK3	9606.ENSP00000409007	9606.ENSP00000263025	0	0	0	0	0	0	0	0.483	0.483
GDNF	IL1B	9606.ENSP00000409007	9606.ENSP00000263341	0	0	0	0	0	0	0	0.560	0.560
GDNF	KDR	9606.ENSP00000409007	9606.ENSP00000263923	0	0	0	0	0	0	0	0.492	0.492
GDNF	PIK3CA	9606.ENSP00000409007	9606.ENSP00000263967	0	0	0	0	0	0	0.900	0.083	0.904
GDNF	SLC1A3	9606.ENSP00000409007	9606.ENSP00000265113	0	0	0	0	0	0	0	0.479	0.479
GDNF	SOD1	9606.ENSP00000409007	9606.ENSP00000270142	0	0	0	0	0	0	0	0.566	0.566
GDNF	SLC6A3	9606.ENSP00000409007	9606.ENSP00000270349	0	0	0	0	0	0	0	0.602	0.602
GDNF	SLC1A2	9606.ENSP00000409007	9606.ENSP00000278379	0	0	0	0	0	0	0	0.471	0.471
GDNF	KIT	9606.ENSP00000409007	9606.ENSP00000288135	0	0	0	0	0	0	0	0.491	0.491
GDNF	PIK3CB	9606.ENSP00000409007	9606.ENSP00000289153	0	0	0	0	0	0	0.600	0.049	0.603
GDNF	S100B	9606.ENSP00000409007	9606.ENSP00000291700	0	0	0	0	0	0	0	0.561	0.561
GDNF	SLC18A2	9606.ENSP00000409007	9606.ENSP00000298472	0	0	0	0	0	0	0	0.518	0.518
GDNF	IGF1	9606.ENSP00000409007	9606.ENSP00000302665	0	0	0	0	0	0	0	0.704	0.704
GDNF	MAEA	9606.ENSP00000409007	9606.ENSP00000302830	0	0	0	0	0	0.571	0	0	0.571
GDNF	IRS1	9606.ENSP00000409007	9606.ENSP00000304895	0	0	0	0	0	0	0.900	0.171	0.913
GDNF	TUBB3	9606.ENSP00000409007	9606.ENSP00000320295	0	0	0	0	0	0	0	0.549	0.549
GDNF	HSP90AA1	9606.ENSP00000409007	9606.ENSP00000335153	0	0	0	0	0	0	0	0.445	0.445
GDNF	SNCA	9606.ENSP00000409007	9606.ENSP00000338345	0	0	0	0	0	0	0	0.607	0.607
GDNF	PTPN11	9606.ENSP00000409007	9606.ENSP00000340944	0	0	0	0	0	0	0.900	0.184	0.914
GDNF	PTK2	9606.ENSP00000409007	9606.ENSP00000341189	0	0	0	0	0	0	0.900	0.240	0.920
GDNF	RET	9606.ENSP00000409007	9606.ENSP00000347942	0	0	0	0	0	0.848	0.900	0.990	0.999
GDNF	MAP2	9606.ENSP00000409007	9606.ENSP00000353508	0	0	0	0	0	0	0	0.558	0.558
GDNF	JUN	9606.ENSP00000409007	9606.ENSP00000360266	0	0	0	0	0	0	0	0.952	0.952
GDNF	SRC	9606.ENSP00000409007	9606.ENSP00000362680	0	0	0	0	0.062	0	0.900	0.408	0.939
GDNF	PIK3CD	9606.ENSP00000409007	9606.ENSP00000366563	0	0	0	0	0	0	0.600	0	0.600
GDNF	MAOB	9606.ENSP00000409007	9606.ENSP00000367309	0	0	0	0	0	0	0	0.479	0.479
GDNF	TH	9606.ENSP00000409007	9606.ENSP00000370571	0	0	0	0	0	0	0	0.820	0.820
GDNF	GRB2	9606.ENSP00000409007	9606.ENSP00000376345	0	0	0	0	0	0	0.900	0.258	0.922
GDNF	INS	9606.ENSP00000409007	9606.ENSP00000380432	0	0	0	0	0	0	0	0.556	0.556
GDNF	NPY	9606.ENSP00000409007	9606.ENSP00000384364	0	0	0	0	0	0	0	0.412	0.412
GDNF	IL6	9606.ENSP00000409007	9606.ENSP00000385675	0	0	0	0	0	0	0	0.569	0.569
GDNF	SCN10A	9606.ENSP00000409007	9606.ENSP00000390600	0	0	0	0	0	0	0	0.455	0.455
GDNF	TNF	9606.ENSP00000409007	9606.ENSP00000398698	0	0	0	0	0	0	0	0.539	0.539
GDNF	HRAS	9606.ENSP00000409007	9606.ENSP00000407586	0	0	0	0	0	0	0.900	0.265	0.923
GDNF	PRKCA	9606.ENSP00000409007	9606.ENSP00000408695	0	0	0	0	0	0	0.900	0.188	0.915
GDNF	PARK7	9606.ENSP00000409007	9606.ENSP00000418770	0	0	0	0	0	0	0	0.403	0.403
GDNF	HDAC2	9606.ENSP00000409007	9606.ENSP00000430432	0	0	0	0	0	0	0	0.445	0.445
GDNF	IL10	9606.ENSP00000409007	9606.ENSP00000412237	0	0	0	0	0	0	0	0.493	0.493
GDNF	TRPV1	9606.ENSP00000409007	9606.ENSP00000459962	0	0	0	0	0	0	0	0.620	0.620
GDNF	PIK3R1	9606.ENSP00000409007	9606.ENSP00000428056	0	0	0	0	0	0	0.900	0.066	0.902
GDNF	NTRK1	9606.ENSP00000409007	9606.ENSP00000431418	0	0	0	0	0	0	0	0.986	0.987
GFPT2	SHMT2	9606.ENSP00000253778	9606.ENSP00000333667	0.138	0	0	0	0.062	0.148	0	0.239	0.405
GFPT2	SHMT1	9606.ENSP00000253778	9606.ENSP00000318868	0.138	0	0	0	0.062	0.148	0	0.239	0.405
GFPT2	GMDS	9606.ENSP00000253778	9606.ENSP00000370194	0.208	0	0	0	0	0	0	0.286	0.410
GFPT2	H6PD	9606.ENSP00000253778	9606.ENSP00000473348	0.113	0	0	0	0.065	0	0	0.348	0.412
GFPT2	INS	9606.ENSP00000253778	9606.ENSP00000380432	0	0	0	0	0	0	0	0.421	0.420
GFPT2	SLC2A4	9606.ENSP00000253778	9606.ENSP00000320935	0.044	0	0	0	0.062	0	0	0.440	0.454
GFPT2	SLC2A1	9606.ENSP00000253778	9606.ENSP00000416293	0.044	0	0	0	0.062	0	0	0.455	0.468
GFPT2	NADSYN1	9606.ENSP00000253778	9606.ENSP00000326424	0.219	0	0	0	0.062	0	0	0.361	0.491
GFPT2	PRKAR2A	9606.ENSP00000253778	9606.ENSP00000265563	0.060	0	0	0	0.062	0	0	0.485	0.507
GFPT2	UGDH	9606.ENSP00000253778	9606.ENSP00000319501	0.218	0	0	0	0.080	0	0	0.448	0.568
GFPT2	GMPS	9606.ENSP00000253778	9606.ENSP00000419851	0.212	0	0	0	0.101	0	0	0.506	0.619
GFPT2	P4HA2	9606.ENSP00000253778	9606.ENSP00000384999	0	0	0	0	0.062	0	0	0.642	0.649
GFPT2	NAGK	9606.ENSP00000253778	9606.ENSP00000477639	0.219	0	0	0	0.076	0	0	0.553	0.649
GFPT2	P4HA1	9606.ENSP00000253778	9606.ENSP00000263556	0	0	0	0	0.062	0	0	0.661	0.668
GFPT2	UAP1	9606.ENSP00000253778	9606.ENSP00000356903	0	0	0	0	0.087	0.056	0	0.760	0.775
GFPT2	GLS2	9606.ENSP00000253778	9606.ENSP00000310447	0.041	0	0	0	0	0	0.900	0.266	0.923
GFPT2	GLS	9606.ENSP00000253778	9606.ENSP00000317379	0.041	0	0	0	0	0	0.900	0.337	0.930
GFPT2	HK1	9606.ENSP00000253778	9606.ENSP00000402103	0	0	0	0	0.062	0	0.900	0.356	0.934
GFPT2	PPAT	9606.ENSP00000253778	9606.ENSP00000264220	0.219	0	0	0.560	0.062	0	0.900	0.532	0.938
GFPT2	GNPDA1	9606.ENSP00000253778	9606.ENSP00000423674	0.111	0	0	0	0.062	0	0.800	0.698	0.943
GFPT2	GLUL	9606.ENSP00000253778	9606.ENSP00000307900	0.166	0	0	0	0.082	0	0.900	0.427	0.950
GFPT2	GPI	9606.ENSP00000253778	9606.ENSP00000405573	0.161	0	0	0	0.062	0	0.900	0.498	0.955
GGCX	NR1I2	9606.ENSP00000233838	9606.ENSP00000336528	0	0	0	0	0.062	0	0	0.451	0.463
GGCX	MCFD2	9606.ENSP00000233838	9606.ENSP00000386651	0	0	0	0	0.075	0	0	0.487	0.506
GGCX	NQO1	9606.ENSP00000233838	9606.ENSP00000319788	0	0	0	0	0	0	0.900	0.203	0.916
GGCX	PROZ	9606.ENSP00000233838	9606.ENSP00000344458	0	0	0	0	0	0.086	0.900	0.336	0.934
GGCX	PROC	9606.ENSP00000233838	9606.ENSP00000234071	0	0	0	0	0.062	0.472	0.900	0.316	0.961
GGCX	PROS1	9606.ENSP00000233838	9606.ENSP00000377783	0	0	0	0	0.062	0	0.900	0.643	0.963
GGCX	VKORC1L1	9606.ENSP00000233838	9606.ENSP00000403077	0	0	0	0	0.062	0	0.900	0.691	0.968
GGCX	VKORC1	9606.ENSP00000233838	9606.ENSP00000378426	0	0	0	0	0.062	0	0.900	0.941	0.994
GGH	MTHFD1	9606.ENSP00000260118	9606.ENSP00000216605	0	0	0	0	0.099	0	0	0.553	0.580
GGH	GSTM3	9606.ENSP00000260118	9606.ENSP00000256594	0	0	0	0	0.062	0	0	0.394	0.407
GGH	LDHC	9606.ENSP00000260118	9606.ENSP00000437783	0	0	0	0	0	0	0	0.433	0.433
GGH	GHR	9606.ENSP00000260118	9606.ENSP00000483403	0	0	0	0	0	0	0	0.442	0.442
GGH	SHMT1	9606.ENSP00000260118	9606.ENSP00000318868	0	0	0	0	0	0	0	0.503	0.503
GGH	HPRT1	9606.ENSP00000260118	9606.ENSP00000298556	0	0	0	0	0.139	0	0	0.481	0.534
GGH	MTR	9606.ENSP00000260118	9606.ENSP00000355536	0	0	0	0	0	0	0	0.555	0.555
GGH	MTRR	9606.ENSP00000260118	9606.ENSP00000264668	0	0	0	0	0	0	0	0.556	0.556
GGH	QDPR	9606.ENSP00000260118	9606.ENSP00000281243	0	0	0	0	0.042	0	0	0.557	0.557
GGH	SLC46A1	9606.ENSP00000260118	9606.ENSP00000480703	0	0	0	0	0	0	0	0.564	0.564
GGH	UGDH	9606.ENSP00000260118	9606.ENSP00000319501	0	0	0	0	0	0.649	0	0	0.649
GGH	LDHB	9606.ENSP00000260118	9606.ENSP00000379386	0	0	0	0	0.077	0	0	0.642	0.655
GGH	MTHFR	9606.ENSP00000260118	9606.ENSP00000365777	0	0	0	0	0	0	0	0.717	0.717
GGH	TYMS	9606.ENSP00000260118	9606.ENSP00000315644	0	0	0	0	0.306	0	0	0.718	0.796
GGH	TPMT	9606.ENSP00000260118	9606.ENSP00000312304	0	0	0	0	0.062	0	0	0.909	0.910
GGT1	GSTA3	9606.ENSP00000383232	9606.ENSP00000211122	0	0	0	0	0	0	0.650	0.150	0.689
GGT1	GSS	9606.ENSP00000383232	9606.ENSP00000216951	0	0	0	0	0.062	0	0.900	0.549	0.954
GGT1	GSR	9606.ENSP00000383232	9606.ENSP00000221130	0.044	0	0	0	0.062	0	0.900	0.494	0.948
GGT1	GSTM2	9606.ENSP00000383232	9606.ENSP00000241337	0	0	0	0	0	0	0.650	0.281	0.737
GGT1	GOT2	9606.ENSP00000383232	9606.ENSP00000245206	0	0	0	0	0	0	0	0.557	0.557
GGT1	GSTM5	9606.ENSP00000383232	9606.ENSP00000256593	0	0	0	0	0	0	0.650	0.207	0.710
GGT1	GSTM3	9606.ENSP00000383232	9606.ENSP00000256594	0	0	0	0	0.062	0	0.650	0.151	0.697
GGT1	GLUD1	9606.ENSP00000383232	9606.ENSP00000277865	0	0	0	0	0	0	0.800	0.320	0.858
GGT1	LTC4S	9606.ENSP00000383232	9606.ENSP00000292596	0	0	0	0	0	0	0.900	0.119	0.908
GGT1	LDHAL6B	9606.ENSP00000383232	9606.ENSP00000302393	0.049	0	0	0	0.062	0	0	0.609	0.620
GGT1	GLUL	9606.ENSP00000383232	9606.ENSP00000307900	0	0	0	0	0.057	0.056	0.800	0.313	0.861
GGT1	GLS2	9606.ENSP00000383232	9606.ENSP00000310447	0	0	0	0	0	0	0.800	0.204	0.833
GGT1	GSTM1	9606.ENSP00000383232	9606.ENSP00000311469	0	0	0	0	0	0	0.650	0.293	0.742
GGT1	GLS	9606.ENSP00000383232	9606.ENSP00000317379	0	0	0	0	0	0	0.800	0.268	0.847
GGT1	GLUD2	9606.ENSP00000383232	9606.ENSP00000327589	0	0	0	0	0	0	0.800	0.465	0.888
GGT1	GSTA1	9606.ENSP00000383232	9606.ENSP00000335620	0	0	0	0	0	0	0.650	0.230	0.719
GGT1	GSTO2	9606.ENSP00000383232	9606.ENSP00000345023	0	0	0	0	0	0	0.650	0.072	0.661
GGT1	GPT2	9606.ENSP00000383232	9606.ENSP00000345282	0.045	0	0	0	0.062	0	0	0.470	0.484
GGT1	GPX4	9606.ENSP00000383232	9606.ENSP00000346103	0	0	0	0	0.064	0	0.900	0.265	0.925
GGT1	GPX6	9606.ENSP00000383232	9606.ENSP00000354581	0	0	0	0	0.064	0	0.650	0.325	0.759
GGT1	GPX7	9606.ENSP00000383232	9606.ENSP00000354677	0	0	0	0	0.064	0	0.650	0.308	0.753
GGT1	MGST3	9606.ENSP00000383232	9606.ENSP00000356864	0	0	0	0	0	0	0.650	0.089	0.667
GGT1	GSTO1	9606.ENSP00000383232	9606.ENSP00000358727	0	0	0	0	0	0	0.650	0.091	0.668
GGT1	GSTM4	9606.ENSP00000383232	9606.ENSP00000358851	0	0	0	0	0	0	0.650	0.189	0.704
GGT1	GOT1	9606.ENSP00000383232	9606.ENSP00000359539	0	0	0	0	0	0	0	0.686	0.686
GGT1	GSTA4	9606.ENSP00000383232	9606.ENSP00000360002	0	0	0	0	0.062	0	0.650	0.077	0.670
GGT1	GSTA5	9606.ENSP00000383232	9606.ENSP00000360028	0	0	0	0	0	0	0.650	0.167	0.696
GGT1	TXNDC12	9606.ENSP00000383232	9606.ENSP00000360688	0	0	0	0	0.062	0	0.900	0.093	0.907
GGT1	SLC7A3	9606.ENSP00000383232	9606.ENSP00000363417	0	0	0	0	0.062	0	0	0.419	0.431
GGT1	TGM3	9606.ENSP00000383232	9606.ENSP00000370867	0	0	0	0	0	0	0	0.520	0.520
GGT1	GPX3	9606.ENSP00000383232	9606.ENSP00000373477	0	0	0	0	0.064	0	0.650	0.328	0.760
GGT1	GPX2	9606.ENSP00000383232	9606.ENSP00000374265	0	0	0	0	0.064	0	0.650	0.339	0.764
GGT1	GPT	9606.ENSP00000383232	9606.ENSP00000378408	0.045	0	0	0	0.089	0	0	0.747	0.761
GGT1	LDHB	9606.ENSP00000383232	9606.ENSP00000379386	0.049	0	0	0	0.062	0	0	0.431	0.448
GGT1	MGST1	9606.ENSP00000383232	9606.ENSP00000379512	0	0	0	0	0.062	0	0.650	0.197	0.713
GGT1	GSTP1	9606.ENSP00000383232	9606.ENSP00000381607	0	0	0	0	0	0	0.650	0.339	0.758
GGT1	PGGT1B	9606.ENSP00000383232	9606.ENSP00000404676	0	0	0	0	0	0	0	0.523	0.523
